sentiment:,3,value:,0.05622804,,,0.16868412
sentiment:,2,value:,-0.054746747,,,-0.109493494
sentiment:,2,value:,-0.036213458,,,-0.072426916
sentiment:,2,value:,0.006447673,,,0.012895346
sentiment:,2,value:,0.002778769,,,0.005557537
sentiment:,3,value:,0.15712297,,,0.47136891
sentiment:,1,value:,-0.04374683,,,-0.04374683
sentiment:,2,value:,0.075535536,,,0.151071072
sentiment:,3,value:,0.15137994,,,0.45413982
sentiment:,2,value:,-0.089460194,,,-0.178920388
sentiment:,2,value:,0.10210657,,,0.20421314
sentiment:,1,value:,-0.09951514,,,-0.09951514
sentiment:,3,value:,0.23514962,,,0.70544886
sentiment:,2,value:,0.13249445,,,0.2649889
sentiment:,2,value:,0.12720287,,,0.25440574
sentiment:,1,value:,-0.2573055,,,-0.2573055
sentiment:,4,value:,0.16924727,,,0.67698908
sentiment:,1,value:,-0.036657512,,,-0.036657512
sentiment:,2,value:,0.09712052,,,0.19424104
sentiment:,2,value:,0.19003916,,,0.38007832
sentiment:,3,value:,0.11826432,,,0.35479296
sentiment:,2,value:,0.10191059,,,0.20382118
sentiment:,3,value:,0.31552505,,,0.94657515
sentiment:,1,value:,-0.21046597,,,-0.21046597
sentiment:,2,value:,-0.010233879,,,-0.020467758
sentiment:,3,value:,0.23182154,,,0.69546462
sentiment:,3,value:,0.32313204,,,0.96939612
sentiment:,3,value:,0.21555805,,,0.64667415
sentiment:,4,value:,0.51375484,,,2.05501936
sentiment:,2,value:,0.2468816,,,0.4937632
sentiment:,2,value:,0.16049337,,,0.32098674
sentiment:,2,value:,0.01778984,,,0.03557968
sentiment:,2,value:,0.14917123,,,0.29834246
sentiment:,2,value:,0.13857985,,,0.2771597
sentiment:,2,value:,0.16815329,,,0.33630658
sentiment:,2,value:,0.11794007,,,0.23588014
sentiment:,2,value:,0.039429188,,,0.078858376
sentiment:,3,value:,0.2639811,,,0.7919433
sentiment:,2,value:,0.032373786,,,0.064747572
sentiment:,2,value:,0.17422712,,,0.34845424
sentiment:,3,value:,0.2284311,,,0.6852933
