sentiment:,2,value:,0.033237934,,0.066475868
sentiment:,2,value:,0.19248629,,0.38497258
sentiment:,2,value:,0.13583052,,0.27166104
sentiment:,2,value:,0.22229421,,0.44458842
sentiment:,2,value:,0.10380137,,0.20760274
sentiment:,2,value:,0.09671998,,0.19343996
sentiment:,3,value:,0.286757,,0.860271
sentiment:,2,value:,0.06297147,,0.12594294
sentiment:,2,value:,0.15914273,,0.31828546
sentiment:,2,value:,0.15921974,,0.31843948
sentiment:,2,value:,0.1716367,,0.3432734
sentiment:,2,value:,0.09196091,,0.18392182
sentiment:,2,value:,0.09435296,,0.18870592
sentiment:,2,value:,0.084162,,0.168324
sentiment:,2,value:,0.12572765,,0.2514553
sentiment:,2,value:,0.12864017,,0.25728034
sentiment:,2,value:,-0.030654728,,-0.061309456
sentiment:,2,value:,0.11633754,,0.23267508
sentiment:,2,value:,0.13008094,,0.26016188
sentiment:,2,value:,0.11016607,,0.22033214
sentiment:,2,value:,0.24346936,,0.48693872
sentiment:,2,value:,0.15730226,,0.31460452
sentiment:,2,value:,0.037121892,,0.074243784
sentiment:,2,value:,0.2941543,,0.5883086
sentiment:,2,value:,0.14301753,,0.28603506
sentiment:,2,value:,0.22945654,,0.45891308
sentiment:,3,value:,0.3230331,,0.9690993
sentiment:,2,value:,0.1686666,,0.3373332
sentiment:,2,value:,0.06476545,,0.1295309
sentiment:,2,value:,0.16882515,,0.3376503
sentiment:,2,value:,0.09090567,,0.18181134
sentiment:,3,value:,0.2071054,,0.6213162
sentiment:,3,value:,0.40276444,,1.20829332
sentiment:,2,value:,0.17007685,,0.3401537
sentiment:,2,value:,-0.016154647,,-0.032309294
sentiment:,2,value:,0.018712282,,0.037424564
sentiment:,2,value:,0.035231113,,0.070462226
sentiment:,2,value:,0.11273837,,0.22547674
sentiment:,2,value:,0.20489001,,0.40978002
sentiment:,2,value:,0.18216729,,0.36433458
sentiment:,2,value:,0.12648058,,0.25296116
sentiment:,2,value:,-0.003715277,,-0.007430553
sentiment:,2,value:,0.21838844,,0.43677688
sentiment:,2,value:,0.036002636,,0.072005272
sentiment:,2,value:,0.11431384,,0.22862768
sentiment:,2,value:,0.089095116,,0.178190232
sentiment:,2,value:,0.16407287,,0.32814574
sentiment:,2,value:,0.24827933,,0.49655866
sentiment:,2,value:,0.19125438,,0.38250876
sentiment:,2,value:,0.1606772,,0.3213544
sentiment:,2,value:,0.15930068,,0.31860136
sentiment:,2,value:,0.18682241,,0.37364482
sentiment:,2,value:,0.017121792,,0.034243584
sentiment:,2,value:,0.22232687,,0.44465374
sentiment:,2,value:,0.17194998,,0.34389996
sentiment:,2,value:,0.067872524,,0.135745048
sentiment:,2,value:,0.11923635,,0.2384727
sentiment:,2,value:,0.14302123,,0.28604246
sentiment:,2,value:,0.07126367,,0.14252734
sentiment:,2,value:,0.020716667,,0.041433334
sentiment:,2,value:,0.00158298,,0.00316596
sentiment:,2,value:,0.13976157,,0.27952314
