"🚨MATCH DAY🚨
Zionsville vs. Avon | Varsity Football
Eagles v Orioles
The Zionsville (IN) varsity football team has a home conference game vs. Avon (IN) on Friday, October 8 @ 7p.
🔗:https://t.co/iA72KWM5S5"
"1971 Baltimore Orioles 
""JOIN"" MLB Baseball World on Facebook
https://t.co/GN85SATEiL
.
.
#MLB #BaltimoreOrioles #pitchers #BaseBall #baseballcards https://t.co/fYDImF5yMe"
I think I'm legit cursing every team besides the Orioles when I make my pfp a player of theirs
al east is scary as shit except the orioles
"I'm scared of the entire AL east tbh...

....but not the orioles"
JV finishes off the year with a 4-1 win over the Orioles.
"Wesley making things look easy with another long TD run, 50-14 Orioles. Just over six minutes left before the half."
"Ludington answers with a 75yd TD pass. Black Knights 25, Orioles 24, 3:34 Q2. #BeldingTough"
"⬛️🟧TOUCHDOWN ORIOLES⬛️🟧
A little screen turned 75 yard touchdown, forfinski to gilchrist! 
3:34 in the half

LUDINGTON: 24
Belding:25"
Orioles and the Rays https://t.co/ekvkV1dppC https://t.co/QYO0Xlxvzl
Game 40 - 1982 Detroit Tigers Season Replay v Baltimore Orioles https://t.co/Y8jzoC8GcR via @YouTube #Detroit #detroittigers #Topps #donruss #fleer #baltimore #baltimoreorioles #Orioles
"Beautiful night for high school football here in Woodbury, MN as your Osseo Orioles are set to face the East Ridge Raptors! https://t.co/WSlvafyifo"
The Red Sox pitched Chris sale against the orioles multiple times and avoided any real competition when he came back from injury. Can’t really be shocked at this outcome
These Rays are electric. Fun to watch when not destroying the Orioles. Not surprised we went 1-18 against them this year though
The amount I’m going to tweet during the Orioles next postseason series is going to crash twitter
"Golden Orioles...
I hope you love birds too. It is economical. It saves going to heaven.
🙏 @ Mumbai, Maharashtra https://t.co/CzfgIEMXoV"
OH NO JARED. STICK TO PITCHING TO THE ORIOLES!!!! HE STINKS FRAUD DONT TALK ABOUT COLE AGAIN https://t.co/c9GDg3UiSx
"Don Larsen was perfect #OTD in '56, retiring 27 straight Dodgers as the #Yankees won, 2-0, in Game Five of the #WorldSeries . Two years earlier he was 3-21 w @Orioles. Here's Larsen's @sabr bio https://t.co/oRSJWx1Sta https://t.co/cdJhrr0IMW"
"⚾ #MLB #Postseason #DatoGEB

5° ocasión que @Whitesox recibe 9+ carreras en un juego de postemporada de MLB:

1983 /  1 - 11 vs Orioles
1919 / 5 - 10 vs Reds
1919 /   1 - 9 vs Reds
1959 /  3 - 9 vs Dodgers
2021 /  4 - 9 vs ASTROS ° https://t.co/41ka75vyYb"
Ryan Mountcastle broke Chris Sale https://t.co/ScoTmLF17s
